sale_id,sale_date,amount,product
0,2018-02-25,86.84,Doohickey
1,1996-07-23,271.77,Doohickey
2,1996-12-26,128.56,Doohickey
3,2019-05-12,219.45,Widget
4,2024-09-15,346.89,Thingamajig
5,2023-04-10,175.74,Gadget
6,2009-03-05,240.76,Gadget
7,2020-06-11,201.80,Widget
8,2018-11-06,244.50,Kazoobob
9,1998-07-11,178.55,Kazoobob
10,2011-02-23,139.57,Kazoobob
11,2004-11-04,310.80,Widget
12,2006-02-10,273.64,Doohickey
13,2025-02-10,140.04,Gadget
14,2009-04-01,349.41,Widget
15,2001-04-09,200.46,Widget
16,2021-07-03,276.84,Thingamajig
17,1999-06-09,321.46,Widget
18,1997-04-20,194.79,Doohickey
19,2011-10-22,207.85,Doohickey
20,2010-09-05,187.28,Gadget
21,2009-05-13,290.67,Widget
22,1998-04-16,267.74,Doohickey
23,2013-12-30,151.97,Gadget
24,2023-08-29,347.35,Kazoobob
25,1999-09-01,203.87,Widget
26,2009-01-22,329.22,Gadget
27,2018-09-23,143.92,Widget
28,2024-07-05,245.65,Thingamajig
29,2002-08-01,108.00,Gadget
30,2019-09-29,104.67,Kazoobob
31,2011-07-23,278.16,Doohickey
32,2015-09-21,344.73,Gadget
33,2016-06-15,285.25,Kazoobob
34,2014-04-21,215.34,Kazoobob
35,2024-07-22,127.52,Kazoobob
36,2019-06-13,242.10,Thingamajig
37,2013-11-21,164.96,Doohickey
38,2020-02-18,110.11,Doohickey
39,1998-10-20,61.57,Gadget
40,2021-12-22,141.65,Gadget
41,2020-02-28,123.11,Kazoobob
42,2004-05-14,251.93,Gadget
43,2002-02-11,204.37,Widget
44,2012-11-27,262.52,Doohickey
45,2024-09-03,74.52,Doohickey
46,2019-04-05,154.65,Doohickey
47,2017-01-08,124.87,Doohickey
48,2013-12-20,170.37,Kazoobob
49,2013-12-09,259.59,Kazoobob
50,2025-01-16,218.88,Kazoobob
51,2005-05-11,137.60,Doohickey
52,2002-04-03,191.15,Widget
53,2024-01-25,318.57,Gadget
54,2014-01-01,130.70,Doohickey
55,2016-09-13,298.43,Thingamajig
56,2019-12-19,171.95,Widget
57,2012-05-26,65.22,Gadget
58,2016-08-06,311.63,Gadget
59,2000-06-08,195.89,Thingamajig
60,2016-02-25,269.34,Thingamajig
61,2017-04-27,76.32,Gadget
62,2018-08-22,318.58,Doohickey
63,1996-08-28,346.72,Widget
64,2015-03-30,193.38,Gadget
65,2023-01-18,281.15,Thingamajig
66,2024-01-17,242.86,Doohickey
67,2019-11-10,118.44,Doohickey
68,2003-07-02,153.90,Doohickey
69,2006-07-18,168.13,Thingamajig
70,2011-03-09,186.87,Kazoobob
71,2001-03-19,222.55,Widget
72,2001-05-11,133.49,Widget
73,2003-01-14,93.02,Gadget
74,1997-08-06,157.91,Thingamajig
75,2010-09-06,151.41,Doohickey
76,1998-08-18,281.52,Widget
77,1997-11-20,224.27,Gadget
78,2001-08-19,293.40,Kazoobob
79,1998-07-02,278.48,Widget
80,2005-11-26,106.64,Thingamajig
81,2003-08-25,221.16,Widget
82,2023-04-18,101.28,Gadget
83,2025-01-09,234.24,Doohickey
84,2021-02-23,346.68,Widget
85,2007-04-11,306.38,Gadget
86,2022-08-17,261.98,Kazoobob
87,1996-11-27,111.72,Gadget
88,2016-01-31,129.14,Widget
89,2003-11-01,255.04,Doohickey
90,2016-04-08,136.66,Widget
91,1996-05-12,61.97,Doohickey
92,1997-11-14,171.10,Doohickey
93,2010-08-21,202.95,Widget
94,2021-08-24,102.94,Kazoobob
95,2016-10-31,71.76,Kazoobob
96,2008-02-08,90.34,Widget
97,2016-03-24,208.30,Thingamajig
98,2005-07-03,261.75,Doohickey
99,2013-11-12,180.87,Kazoobob
100,2012-05-22,294.20,Gadget
101,2008-01-15,326.58,Gadget
102,2015-03-17,102.56,Gadget
103,2023-05-20,262.30,Doohickey
104,2003-07-21,174.81,Thingamajig
105,2022-07-31,168.66,Widget
106,1998-07-04,195.66,Thingamajig
107,2017-10-27,158.69,Widget
108,2011-08-16,191.29,Kazoobob
109,2006-06-09,343.59,Doohickey
110,2020-08-18,248.81,Kazoobob
111,2020-10-13,153.78,Widget
112,2008-05-08,146.25,Widget
113,2016-05-29,136.54,Kazoobob
114,2013-02-15,176.52,Doohickey
115,2003-11-13,328.04,Doohickey
116,1996-08-01,143.77,Kazoobob
117,2009-12-31,103.99,Thingamajig
118,2013-03-21,169.47,Gadget
119,2000-02-07,242.88,Gadget
120,2023-02-06,254.79,Kazoobob
121,2015-11-12,68.58,Kazoobob
122,2015-03-13,65.73,Widget
123,2013-05-31,176.51,Gadget
124,2022-03-21,251.06,Gadget
125,2024-11-18,191.91,Gadget
126,2021-02-08,67.25,Widget
127,2016-04-07,343.07,Kazoobob
128,2022-07-19,326.30,Widget
129,2015-03-15,120.62,Gadget
130,2009-08-01,308.99,Kazoobob
131,2018-04-18,158.12,Gadget
132,2004-07-01,309.80,Doohickey
133,2014-12-18,284.13,Doohickey
134,2013-11-01,59.55,Widget
135,2023-02-21,247.33,Thingamajig
136,2004-08-03,194.80,Doohickey
137,2013-12-16,67.91,Gadget
138,2021-08-28,181.53,Gadget
139,1999-11-23,224.90,Doohickey
140,2012-04-23,275.85,Kazoobob
141,2006-12-21,251.94,Gadget
142,2019-03-16,197.11,Widget
143,2012-04-22,84.03,Gadget
144,2010-11-09,247.21,Doohickey
145,2005-05-16,84.24,Widget
146,2005-05-07,331.01,Thingamajig
147,1996-12-13,88.77,Widget
148,1999-06-30,206.10,Gadget
149,2020-08-30,158.81,Thingamajig
150,2015-08-10,336.98,Thingamajig
151,2000-11-01,326.55,Thingamajig
152,2016-03-26,71.20,Doohickey
153,2017-06-23,149.30,Kazoobob
154,2021-10-05,93.70,Thingamajig
155,2016-04-23,315.46,Widget
156,2018-02-28,311.60,Gadget
157,2006-07-29,315.47,Widget
158,2019-09-20,270.33,Kazoobob
159,2012-01-22,113.36,Doohickey
160,2003-06-28,244.87,Thingamajig
161,1999-10-26,289.48,Widget
162,2003-11-14,182.77,Thingamajig
163,2008-08-08,322.65,Thingamajig
164,2008-03-31,349.24,Widget
165,1997-08-28,177.65,Gadget
166,2008-04-18,127.98,Doohickey
167,2011-02-01,271.94,Thingamajig
168,2020-12-28,289.11,Gadget
169,1998-07-03,300.22,Gadget
170,2010-02-26,314.00,Doohickey
171,2014-10-23,217.72,Gadget
172,2023-12-27,116.96,Gadget
173,2006-04-10,198.34,Gadget
174,2002-09-08,348.82,Gadget
175,1999-12-12,261.87,Kazoobob
176,2024-06-02,211.89,Gadget
177,2003-02-18,198.94,Thingamajig
178,2017-03-05,322.49,Widget
179,2016-03-04,74.39,Kazoobob
180,1996-12-23,207.55,Widget
181,2024-12-04,237.69,Thingamajig
182,1998-07-24,85.79,Gadget
183,1998-08-10,216.16,Doohickey
184,2018-11-28,76.90,Doohickey
185,2013-09-13,204.44,Kazoobob
186,2005-06-17,164.74,Widget
187,1997-10-16,151.37,Kazoobob
188,2008-09-29,215.40,Doohickey
189,2021-07-21,230.00,Kazoobob
190,2011-09-17,280.64,Thingamajig
191,2016-06-13,277.71,Gadget
192,1998-12-28,263.95,Thingamajig
193,2022-04-13,234.72,Thingamajig
194,2010-04-15,216.94,Doohickey
195,2006-01-09,252.71,Kazoobob
196,2022-07-10,97.26,Kazoobob
197,2009-09-24,207.50,Doohickey
198,2020-04-27,211.33,Thingamajig
199,2021-03-21,132.79,Doohickey
200,2020-04-19,278.90,Thingamajig
201,2013-04-15,57.24,Gadget
202,2016-06-29,52.87,Widget
203,2017-05-12,153.53,Doohickey
204,2019-04-01,205.43,Gadget
205,2010-12-07,287.05,Doohickey
206,2014-05-14,270.95,Doohickey
207,2006-06-28,192.05,Gadget
208,1996-05-24,95.23,Thingamajig
209,2017-10-20,275.15,Gadget
210,2007-08-07,222.74,Kazoobob
211,2020-12-29,174.03,Kazoobob
212,2024-01-31,210.48,Widget
213,2015-02-14,205.58,Gadget
214,2001-05-19,78.15,Gadget
215,2023-06-26,106.30,Doohickey
216,2009-02-13,159.86,Gadget
217,1999-01-05,300.10,Gadget
218,2021-03-26,209.16,Kazoobob
219,2011-04-18,121.52,Thingamajig
220,2020-03-08,345.60,Widget
221,2009-10-28,282.65,Doohickey
