sale_id,sale_date,amount,product
0,2004-03-10,154.77,Doohickey
1,2016-09-20,137.55,Kazoobob
2,2009-02-05,71.51,Widget
3,1997-05-07,102.28,Thingamajig
4,2007-05-08,66.93,Doohickey
5,2014-04-01,347.47,Kazoobob
6,2017-05-01,238.35,Thingamajig
7,2010-10-11,199.62,Doohickey
8,2019-09-03,314.90,Kazoobob
9,2016-07-24,106.38,Thingamajig
10,2002-08-10,161.11,Widget
11,2015-02-01,220.01,Gadget
12,2023-01-23,253.74,Gadget
13,2007-11-19,290.35,Kazoobob
14,2010-04-24,123.07,Widget
15,2024-02-03,288.80,Widget
16,2001-08-05,209.49,Doohickey
17,2022-10-09,144.57,Kazoobob
18,1999-08-22,189.01,Widget
19,2002-02-04,307.10,Doohickey
20,2014-11-25,105.62,Thingamajig
21,2001-09-17,242.53,Kazoobob
22,2022-05-02,340.77,Widget
23,2013-12-19,291.55,Gadget
24,2002-08-11,135.18,Gadget
25,2006-12-23,202.15,Kazoobob
26,2021-02-19,180.54,Gadget
27,2017-07-26,75.88,Widget
28,1997-07-31,248.22,Kazoobob
29,2000-05-23,90.70,Kazoobob
30,2014-04-15,117.38,Widget
31,2024-02-20,294.70,Kazoobob
32,1999-05-28,294.03,Widget
33,2002-06-11,57.88,Thingamajig
34,1997-07-23,102.99,Doohickey
35,2020-08-23,280.99,Widget
36,2001-09-16,173.94,Gadget
37,2004-04-02,56.31,Widget
38,2015-06-05,74.45,Gadget
39,2021-10-22,198.90,Kazoobob
40,2017-09-17,327.97,Kazoobob
41,2003-02-28,84.43,Doohickey
42,1996-09-26,95.78,Gadget
43,2002-07-01,309.05,Kazoobob
44,2022-06-27,191.50,Doohickey
45,2009-11-29,240.25,Doohickey
46,2019-03-10,252.09,Doohickey
47,2002-12-09,278.32,Doohickey
48,2014-12-23,128.41,Widget
49,2023-06-07,307.99,Kazoobob
50,2018-01-16,320.62,Thingamajig
51,2009-08-27,173.96,Doohickey
52,2010-04-20,114.50,Doohickey
53,1998-08-12,119.18,Thingamajig
54,1998-10-14,125.41,Widget
55,2005-04-06,288.49,Gadget
56,2007-11-07,50.68,Thingamajig
57,2005-04-11,340.62,Thingamajig
58,2011-01-19,239.43,Doohickey
59,2003-02-07,222.18,Kazoobob
60,2012-05-18,171.96,Kazoobob
61,2001-08-28,334.76,Thingamajig
62,2009-12-02,251.04,Thingamajig
63,2007-12-21,279.31,Thingamajig
64,2013-10-11,346.70,Thingamajig
65,1998-03-13,346.50,Widget
66,2008-09-22,334.84,Kazoobob
67,2018-02-25,109.26,Kazoobob
68,2018-08-09,72.05,Widget
69,2004-09-23,306.34,Doohickey
70,2001-01-30,154.67,Gadget
71,2014-09-20,291.70,Kazoobob
72,1997-04-16,173.30,Thingamajig
73,2021-11-22,210.56,Gadget
74,1998-05-31,279.11,Widget
75,2014-10-07,154.36,Widget
76,2001-08-19,79.39,Gadget
77,2017-03-01,149.33,Thingamajig
78,2003-12-23,220.55,Kazoobob
79,2024-11-24,68.51,Thingamajig
80,2001-06-06,277.21,Doohickey
81,1998-03-06,328.97,Gadget
82,2012-01-05,144.30,Kazoobob
83,2023-09-06,333.32,Doohickey
84,2014-09-13,244.08,Widget
85,2023-07-19,336.83,Gadget
86,2018-01-19,328.44,Thingamajig
87,1999-09-30,181.05,Doohickey
88,2019-04-06,326.96,Kazoobob
89,2001-02-12,108.97,Doohickey
90,2013-02-03,106.95,Thingamajig
91,1997-09-30,312.55,Doohickey
92,1998-10-25,228.50,Doohickey
93,2018-07-24,95.82,Gadget
94,1999-12-11,123.51,Doohickey
95,2021-04-29,110.18,Thingamajig
96,1999-12-21,108.07,Kazoobob
97,2009-05-18,275.78,Kazoobob
98,2015-04-11,106.83,Gadget
99,1997-01-15,190.17,Thingamajig
100,2006-03-26,277.16,Gadget
101,2016-10-18,171.74,Doohickey
102,2006-05-04,141.69,Doohickey
103,1997-01-17,72.06,Kazoobob
104,2011-04-16,255.65,Widget
105,2019-07-15,187.38,Kazoobob
106,2013-12-04,231.96,Doohickey
107,2007-09-06,142.56,Kazoobob
108,2009-09-22,242.36,Thingamajig
109,2018-11-26,273.13,Widget
110,2024-11-25,319.75,Kazoobob
111,2008-02-11,178.05,Thingamajig
112,1999-05-19,103.64,Widget
113,2001-02-22,186.01,Doohickey
114,2001-09-04,250.85,Thingamajig
115,2000-10-11,144.40,Doohickey
116,2005-11-01,269.49,Doohickey
117,2014-07-18,146.75,Kazoobob
118,2024-10-19,328.71,Thingamajig
119,2015-11-30,123.58,Thingamajig
120,2012-05-04,157.17,Widget
121,2020-11-19,256.66,Thingamajig
122,2015-09-10,231.29,Widget
123,2018-01-07,302.70,Kazoobob
124,2000-02-02,184.08,Doohickey
125,2007-04-06,344.42,Doohickey
126,1998-01-14,250.10,Thingamajig
127,1998-12-23,75.91,Doohickey
128,2011-10-14,289.26,Gadget
129,2004-08-15,217.38,Thingamajig
130,2010-01-05,259.54,Doohickey
131,2020-10-31,319.37,Doohickey
132,2023-10-27,148.96,Gadget
133,2008-05-28,288.49,Widget
134,2004-11-25,297.99,Doohickey
135,2017-04-25,257.00,Gadget
136,2022-02-16,332.62,Thingamajig
137,2004-02-05,140.56,Doohickey
138,2004-04-20,76.31,Doohickey
139,2017-02-10,262.13,Gadget
140,2019-04-07,113.14,Doohickey
141,2009-01-15,280.44,Kazoobob
142,2012-08-05,157.33,Doohickey
143,1997-07-28,178.65,Kazoobob
144,2007-09-28,185.86,Doohickey
145,2011-06-13,339.33,Doohickey
146,2006-08-06,123.36,Kazoobob
147,2022-06-10,248.14,Doohickey
148,2013-01-19,215.36,Widget
149,2003-11-11,139.19,Kazoobob
150,2012-07-19,145.84,Doohickey
151,2017-09-12,127.69,Gadget
152,2013-11-06,164.52,Thingamajig
153,2023-01-24,243.16,Doohickey
154,2020-05-17,324.76,Kazoobob
155,1997-03-10,86.33,Gadget
156,2010-04-01,210.24,Kazoobob
157,2013-08-09,249.20,Thingamajig
158,2020-04-10,97.98,Widget
159,2018-10-30,245.70,Kazoobob
160,2015-07-22,296.87,Doohickey
161,2024-01-11,94.76,Thingamajig
162,2004-10-25,130.48,Widget
163,2003-03-22,197.69,Gadget
164,2006-10-29,100.50,Widget
165,2023-05-18,197.55,Kazoobob
166,2001-10-26,348.88,Gadget
167,2008-06-17,321.41,Kazoobob
168,2016-03-30,308.74,Gadget
169,2000-05-24,200.78,Thingamajig
170,2018-08-13,150.68,Kazoobob
171,2005-12-18,257.66,Widget
172,2008-10-23,252.28,Kazoobob
173,2009-02-27,233.85,Kazoobob
174,1997-03-31,108.13,Kazoobob
175,2018-07-04,105.74,Widget
176,2013-10-22,269.87,Gadget
177,2014-04-09,336.43,Kazoobob
178,2010-12-09,223.75,Kazoobob
179,2002-11-23,73.58,Gadget
180,2024-12-19,320.43,Doohickey
181,2021-08-04,313.32,Thingamajig
182,2015-09-05,124.22,Gadget
183,2012-12-26,58.33,Kazoobob
184,1999-03-04,157.48,Thingamajig
185,2000-04-29,234.66,Thingamajig
186,2002-11-21,212.65,Gadget
187,2014-07-07,299.13,Gadget
188,2015-02-19,101.30,Doohickey
189,2017-08-21,209.35,Gadget
190,2021-01-28,56.12,Thingamajig
191,1997-08-29,78.54,Gadget
192,2003-12-28,260.72,Doohickey
193,2009-01-14,315.04,Doohickey
194,2018-06-14,344.07,Gadget
195,2021-05-05,205.62,Kazoobob
196,2013-06-11,190.13,Gadget
197,2004-10-22,278.07,Doohickey
198,2003-07-10,206.38,Thingamajig
199,2011-10-31,147.14,Doohickey
200,2011-03-23,239.95,Kazoobob
201,2018-01-18,62.54,Widget
202,2013-12-11,114.11,Doohickey
203,2024-10-04,276.57,Kazoobob
204,2005-05-07,248.78,Widget
205,2007-11-28,285.79,Widget
206,2019-03-03,106.13,Doohickey
207,2010-08-31,79.21,Doohickey
208,2009-02-07,237.81,Gadget
209,2009-11-24,68.63,Gadget
210,2001-05-12,344.99,Thingamajig
211,2008-09-07,240.21,Doohickey
212,2001-05-27,287.35,Doohickey
213,2012-04-25,84.84,Widget
214,2018-04-18,303.75,Widget
215,2019-04-28,107.78,Widget
216,2005-05-08,148.60,Thingamajig
217,2000-11-27,312.32,Kazoobob
218,2009-06-10,89.38,Kazoobob
219,2007-12-27,252.64,Kazoobob
220,2014-07-09,123.95,Thingamajig
221,2009-09-06,235.00,Widget
222,2011-10-26,305.85,Doohickey
223,2006-11-21,76.20,Gadget
224,2001-11-30,51.21,Widget
225,1998-07-16,196.08,Kazoobob
226,2020-05-05,58.95,Widget
227,1998-11-02,69.38,Kazoobob
228,2021-01-03,129.52,Widget
229,2024-05-25,256.15,Gadget
230,2019-09-12,125.45,Thingamajig
231,2024-05-20,234.97,Doohickey
232,2000-06-24,265.49,Doohickey
233,2008-11-18,266.26,Widget
234,2020-03-03,346.96,Doohickey
235,2017-10-05,104.30,Widget
236,2005-04-15,279.10,Gadget
237,2001-10-20,315.12,Widget
238,2010-02-06,249.37,Thingamajig
239,2022-12-20,170.19,Kazoobob
240,2010-01-09,175.40,Thingamajig
241,2020-02-10,163.86,Thingamajig
242,2012-07-01,331.63,Widget
243,2002-05-10,239.36,Doohickey
244,2020-10-07,73.67,Widget
245,2025-01-31,345.16,Widget
246,1996-12-12,85.82,Doohickey
247,1999-07-16,175.27,Widget
248,2008-01-10,299.43,Gadget
249,2020-06-29,179.71,Thingamajig
250,2019-10-03,261.00,Widget
251,1997-03-20,230.89,Gadget
252,2012-04-14,188.84,Doohickey
253,2012-06-26,223.77,Doohickey
254,2000-10-25,190.05,Widget
255,2024-07-06,346.64,Kazoobob
256,1997-08-06,73.98,Gadget
257,2008-01-15,262.87,Gadget
258,2020-06-08,336.23,Doohickey
259,2020-04-17,110.60,Widget
260,2008-01-26,130.98,Widget
261,2008-06-14,348.13,Gadget
262,2014-05-10,253.05,Gadget
263,2002-11-01,263.47,Doohickey
264,1997-07-18,193.44,Gadget
265,1996-08-29,74.34,Gadget
266,2007-02-22,222.65,Widget
267,2012-07-23,344.24,Thingamajig
268,1998-01-20,103.73,Widget
269,2015-02-09,335.36,Thingamajig
270,2012-07-06,260.32,Kazoobob
271,2010-11-25,161.66,Thingamajig
272,2009-10-05,286.72,Thingamajig
273,2004-07-30,292.62,Thingamajig
274,1999-04-09,311.02,Gadget
275,2015-06-30,336.78,Thingamajig
276,1997-11-10,138.21,Thingamajig
277,2014-08-08,201.69,Thingamajig
278,2015-10-22,311.87,Kazoobob
279,2004-12-02,280.28,Thingamajig
280,2020-11-08,105.95,Doohickey
281,2011-12-08,322.62,Doohickey
282,2024-07-17,324.04,Widget
283,2009-04-06,134.86,Gadget
284,2018-03-03,65.77,Widget
285,2013-11-02,138.17,Doohickey
286,2006-01-26,276.33,Thingamajig
287,2001-07-08,291.67,Doohickey
288,2010-08-11,53.49,Widget
289,1996-05-05,286.64,Doohickey
290,2009-08-08,99.10,Gadget
291,2002-04-11,214.47,Thingamajig
292,2016-07-08,231.24,Kazoobob
293,2009-08-03,200.63,Kazoobob
294,2010-08-12,108.97,Gadget
295,2012-08-05,104.34,Thingamajig
296,1997-12-31,189.70,Kazoobob
297,2008-04-17,91.33,Thingamajig
298,2011-06-14,106.12,Kazoobob
299,2002-02-23,337.29,Kazoobob
300,2004-03-18,332.86,Gadget
301,2017-07-13,112.92,Gadget
302,1997-04-08,257.22,Thingamajig
303,2018-12-26,281.09,Gadget
304,2017-05-15,322.73,Thingamajig
305,2014-12-31,327.53,Thingamajig
306,2000-01-08,339.88,Kazoobob
307,2001-04-28,267.06,Thingamajig
308,2000-04-09,51.74,Widget
309,2016-07-02,196.24,Gadget
310,2024-11-05,256.37,Doohickey
311,2019-05-24,293.92,Gadget
312,2017-04-29,300.67,Kazoobob
313,2020-04-30,79.10,Gadget
314,2008-12-16,312.40,Kazoobob
315,2021-07-16,99.20,Kazoobob
316,2006-08-24,57.68,Widget
317,2016-07-27,59.90,Thingamajig
318,2003-01-24,229.60,Thingamajig
319,1996-12-04,279.68,Thingamajig
320,2024-03-20,51.32,Gadget
321,1996-11-25,97.16,Widget
322,2003-01-15,309.01,Widget
323,1998-01-19,254.33,Gadget
324,2022-01-23,323.47,Widget
325,2004-03-09,292.27,Kazoobob
326,1999-04-11,170.42,Thingamajig
327,2016-09-23,301.28,Doohickey
328,1999-04-26,123.88,Thingamajig
329,2013-05-19,224.06,Thingamajig
330,2020-05-01,71.94,Kazoobob
331,2015-03-07,332.08,Widget
332,2022-02-09,261.51,Kazoobob
333,2009-02-21,286.66,Gadget
334,2000-11-27,98.69,Kazoobob
335,2002-09-23,332.42,Doohickey
336,2003-04-15,254.99,Kazoobob
337,2013-09-20,186.78,Gadget
338,2014-12-17,277.37,Thingamajig
339,2003-07-09,320.20,Widget
340,2003-02-09,219.06,Kazoobob
341,2018-05-19,349.28,Widget
342,2021-07-27,272.66,Thingamajig
343,2016-02-11,307.38,Gadget
344,2014-01-08,143.57,Doohickey
345,1997-04-28,144.04,Doohickey
346,1999-06-10,140.18,Doohickey
347,2020-07-07,274.06,Thingamajig
348,2015-02-12,161.06,Kazoobob
349,2008-11-09,237.73,Thingamajig
350,2005-12-07,346.06,Widget
351,2001-09-21,183.57,Doohickey
352,2014-07-29,105.92,Kazoobob
353,1997-03-15,163.54,Widget
354,2021-08-13,213.41,Widget
355,2017-05-23,216.61,Widget
356,2003-10-21,147.32,Kazoobob
357,2009-02-28,184.81,Doohickey
358,2020-12-31,265.17,Kazoobob
359,2022-08-18,248.11,Kazoobob
360,2022-06-08,101.04,Gadget
361,1996-10-10,59.52,Thingamajig
362,2019-05-16,82.36,Thingamajig
363,2017-02-14,345.30,Widget
364,2010-08-28,119.94,Widget
365,2011-06-10,223.22,Widget
366,1999-03-09,105.01,Thingamajig
367,2013-12-13,195.96,Gadget
368,2000-09-18,207.14,Thingamajig
369,1998-10-13,144.06,Kazoobob
370,2021-11-30,109.10,Kazoobob
371,2001-04-02,76.83,Gadget
372,2000-07-29,73.53,Kazoobob
373,2015-04-21,148.48,Gadget
374,2001-12-16,70.30,Thingamajig
375,2018-06-06,194.78,Widget
376,2009-11-18,346.89,Thingamajig
377,2015-10-04,184.08,Doohickey
378,1996-08-29,265.98,Gadget
379,2012-03-22,250.92,Widget
380,2024-05-06,240.09,Kazoobob
381,2025-01-16,202.95,Gadget
382,2016-05-23,100.20,Thingamajig
383,2013-06-20,288.07,Kazoobob
384,2000-06-13,273.97,Thingamajig
385,2013-01-06,247.13,Widget
386,2021-07-21,118.17,Kazoobob
387,2007-10-08,194.81,Kazoobob
388,1996-11-28,87.93,Kazoobob
389,2014-02-12,300.60,Kazoobob
390,1997-09-01,203.39,Gadget
391,2013-01-17,327.72,Kazoobob
392,2016-10-30,228.26,Widget
393,2022-09-14,178.86,Doohickey
394,2000-03-30,207.41,Gadget
395,2014-05-28,206.68,Widget
396,2025-01-16,272.72,Widget
397,2007-11-07,176.52,Kazoobob
398,2016-04-01,156.82,Gadget
399,2017-06-11,55.10,Thingamajig
400,2024-10-03,218.11,Thingamajig
401,2001-08-10,241.33,Doohickey
402,2011-01-18,124.06,Doohickey
403,2022-08-06,163.01,Widget
404,2005-12-27,338.76,Doohickey
405,2005-04-09,105.31,Gadget
406,2024-12-30,327.90,Doohickey
407,2009-06-22,86.66,Thingamajig
408,2021-01-26,307.17,Gadget
409,2000-05-29,308.66,Thingamajig
410,2015-02-26,67.97,Kazoobob
411,2024-03-27,57.68,Gadget
412,2003-10-30,182.05,Doohickey
413,2019-02-22,67.84,Thingamajig
414,2024-07-01,326.40,Thingamajig
415,1998-03-28,186.61,Widget
416,2018-04-02,259.56,Thingamajig
417,2008-02-22,70.98,Gadget
418,2006-03-23,69.83,Kazoobob
419,2010-08-22,306.24,Gadget
420,1999-11-13,284.33,Doohickey
421,2014-11-08,334.68,Widget
422,2003-08-28,206.74,Doohickey
423,2009-07-04,338.80,Widget
424,2013-06-06,129.45,Widget
425,2011-10-10,69.62,Widget
426,2002-07-19,253.57,Gadget
427,1996-06-11,317.42,Kazoobob
428,2004-02-06,118.90,Doohickey
429,2003-01-21,264.67,Widget
430,2015-11-22,148.66,Thingamajig
431,2011-12-20,300.69,Thingamajig
432,2022-12-18,113.57,Kazoobob
433,2005-01-22,251.04,Kazoobob
434,2006-06-08,141.81,Kazoobob
435,2008-12-16,279.00,Gadget
436,1997-04-09,81.70,Doohickey
437,2006-11-05,131.48,Kazoobob
438,2024-04-29,324.10,Thingamajig
439,2023-12-30,106.51,Thingamajig
440,2017-08-10,327.57,Doohickey
441,2024-01-18,72.83,Doohickey
442,1997-08-21,299.48,Thingamajig
443,2007-04-29,231.79,Kazoobob
444,2020-02-12,119.80,Gadget
445,1998-03-22,66.80,Kazoobob
446,2016-09-15,271.96,Widget
447,2018-01-31,328.03,Thingamajig
448,1998-01-01,240.08,Thingamajig
449,2012-07-15,282.70,Kazoobob
450,2000-06-22,331.12,Widget
451,2005-11-27,198.94,Doohickey
452,2004-07-20,153.09,Thingamajig
453,2012-05-03,140.55,Doohickey
454,2019-12-31,271.73,Thingamajig
455,2004-04-20,280.73,Widget
456,1998-04-27,302.80,Kazoobob
457,2014-08-09,324.67,Widget
458,2001-06-13,187.21,Kazoobob
459,2024-06-15,305.17,Thingamajig
460,2017-06-22,103.95,Doohickey
461,2008-11-10,292.46,Gadget
462,2005-06-28,326.67,Thingamajig
463,1997-01-10,201.12,Widget
464,2021-06-08,112.52,Widget
465,2017-01-12,103.77,Gadget
466,2013-03-05,106.16,Gadget
467,2009-11-03,270.11,Thingamajig
468,1996-05-31,91.90,Gadget
469,2004-07-17,331.59,Doohickey
470,2000-06-23,258.52,Doohickey
471,2007-02-22,303.01,Kazoobob
472,2013-06-26,279.82,Kazoobob
473,2014-09-09,225.92,Doohickey
474,2012-08-24,285.60,Kazoobob
475,2008-09-13,133.23,Gadget
476,2022-12-03,143.06,Widget
477,2009-02-24,115.43,Thingamajig
478,2018-07-01,74.98,Doohickey
479,2011-10-01,85.62,Widget
480,1997-01-03,294.39,Thingamajig
481,2009-02-03,245.04,Widget
482,2017-09-01,222.64,Gadget
483,1999-10-27,305.06,Doohickey
484,2008-11-27,209.28,Gadget
485,2011-02-20,104.22,Doohickey
486,2010-04-28,156.24,Thingamajig
487,1998-11-06,293.21,Widget
488,2012-07-21,254.13,Thingamajig
489,2015-06-21,222.12,Thingamajig
490,2013-05-22,218.39,Thingamajig
491,2011-09-19,251.79,Doohickey
492,2008-06-04,159.81,Thingamajig
493,1999-04-17,183.10,Kazoobob
494,2004-10-09,149.71,Doohickey
495,1999-02-13,208.68,Doohickey
496,2023-06-24,313.17,Doohickey
497,2005-10-14,268.40,Doohickey
498,2000-06-21,315.04,Doohickey
499,2000-09-04,135.65,Doohickey
500,2022-12-05,261.82,Thingamajig
501,1996-11-29,340.28,Widget
502,2000-08-09,333.27,Doohickey
503,2020-08-19,169.02,Thingamajig
504,2019-07-23,291.86,Doohickey
505,2007-08-24,256.16,Widget
506,2013-07-15,278.42,Widget
507,2019-04-10,311.37,Gadget
508,2025-02-24,261.04,Kazoobob
509,2020-07-05,309.05,Thingamajig
510,1996-09-20,123.35,Kazoobob
511,2013-07-25,98.63,Gadget
512,2021-06-10,172.17,Thingamajig
513,2008-03-22,96.27,Gadget
514,2013-07-22,120.95,Thingamajig
515,2004-06-15,200.41,Widget
516,2017-09-10,197.22,Doohickey
517,2012-04-04,110.99,Doohickey
518,2023-04-26,106.84,Gadget
519,2003-04-10,166.79,Gadget
520,1998-09-22,269.81,Doohickey
521,2005-12-25,321.23,Thingamajig
522,2020-09-22,317.20,Doohickey
523,2015-08-23,337.69,Doohickey
524,2019-10-24,142.57,Gadget
525,2003-10-30,224.61,Kazoobob
