sale_id,sale_date,amount,product
0,2022-06-02,180.14,Thingamajig
1,2018-05-09,337.39,Widget
2,2014-10-06,333.57,Gadget
3,2003-08-14,265.94,Gadget
4,1996-06-22,213.44,Widget
5,2005-04-05,160.85,Thingamajig
6,2003-09-23,348.82,Kazoobob
7,2019-05-06,153.39,Widget
8,1997-02-01,199.37,Doohickey
9,2009-01-25,100.72,Thingamajig
10,1997-11-05,52.26,Gadget
11,2010-04-18,269.72,Widget
12,1998-07-13,175.02,Thingamajig
13,2014-01-18,135.42,Gadget
14,2020-02-27,127.38,Widget
15,2016-03-15,51.05,Gadget
16,2002-01-12,302.16,Gadget
17,2011-06-28,95.80,Kazoobob
18,2020-01-17,176.33,Doohickey
19,2013-11-07,300.09,Thingamajig
20,2018-09-09,155.95,Thingamajig
21,2003-01-18,302.82,Kazoobob
22,2010-04-27,278.46,Thingamajig
23,2012-06-28,104.81,Widget
24,2012-05-09,242.67,Doohickey
25,2015-09-12,71.32,Kazoobob
26,1997-10-25,243.80,Widget
27,2008-06-22,277.18,Thingamajig
28,2014-07-23,50.58,Thingamajig
29,2017-01-25,203.27,Doohickey
30,2015-07-23,102.40,Doohickey
31,1998-09-28,175.45,Kazoobob
32,2012-10-08,143.38,Thingamajig
33,2006-11-23,82.19,Kazoobob
34,2002-09-15,213.37,Widget
35,2009-12-14,228.49,Thingamajig
36,2021-02-12,91.81,Thingamajig
37,2011-12-26,84.00,Kazoobob
38,2005-04-20,305.13,Doohickey
39,2024-01-31,237.07,Thingamajig
40,2012-10-14,330.09,Doohickey
41,2010-04-01,91.26,Thingamajig
42,1997-03-04,223.63,Kazoobob
43,2011-02-08,235.65,Widget
44,2004-05-25,130.06,Gadget
45,2003-06-13,83.25,Thingamajig
46,2016-08-22,268.73,Kazoobob
47,2001-12-11,290.56,Thingamajig
48,2019-09-15,89.81,Widget
49,1997-08-15,233.51,Widget
50,2020-02-28,179.94,Widget
51,2009-06-18,242.07,Gadget
52,2007-04-28,316.45,Thingamajig
53,2018-09-23,213.67,Kazoobob
54,2007-02-11,227.03,Doohickey
55,2012-06-11,227.35,Kazoobob
56,2013-05-12,129.57,Gadget
57,2001-07-27,185.43,Thingamajig
58,2020-06-02,327.49,Gadget
59,2006-02-25,89.77,Widget
60,2015-12-22,325.41,Thingamajig
61,2010-03-02,348.38,Gadget
62,2005-11-13,110.05,Thingamajig
63,2006-11-19,336.06,Gadget
64,2002-11-27,276.48,Doohickey
65,2011-03-13,313.35,Thingamajig
66,2023-09-03,201.31,Kazoobob
67,2012-12-02,274.17,Doohickey
68,2000-01-21,292.10,Doohickey
69,2004-12-18,93.08,Kazoobob
70,1996-08-16,224.25,Kazoobob
71,2021-12-28,340.73,Thingamajig
72,2012-10-16,345.70,Gadget
73,2015-12-22,340.51,Kazoobob
74,1999-04-06,317.33,Gadget
75,2015-09-17,58.56,Doohickey
76,2002-11-06,263.82,Gadget
77,2015-12-07,283.11,Thingamajig
78,2005-10-19,331.84,Doohickey
79,2008-05-18,82.74,Thingamajig
80,2005-07-05,280.78,Doohickey
81,2021-06-15,82.70,Kazoobob
82,2019-05-23,58.82,Gadget
83,2003-02-05,168.74,Gadget
84,2015-06-24,71.38,Widget
85,2006-05-01,288.38,Kazoobob
86,2022-08-18,115.48,Widget
87,2021-01-14,191.24,Thingamajig
88,2019-01-25,169.02,Gadget
89,2007-09-27,163.10,Thingamajig
90,2021-04-06,95.85,Doohickey
91,2008-12-08,195.52,Kazoobob
92,2006-03-18,120.34,Doohickey
93,2015-11-07,112.23,Kazoobob
94,2004-12-26,145.75,Kazoobob
95,2021-08-21,250.83,Doohickey
96,2022-01-25,180.05,Thingamajig
97,2003-04-18,89.50,Gadget
98,2004-09-27,167.58,Gadget
99,2006-11-25,120.73,Gadget
100,2006-09-03,279.66,Kazoobob
101,1996-12-13,317.07,Thingamajig
102,2000-03-28,307.77,Doohickey
103,2021-09-02,334.92,Kazoobob
104,1998-10-16,246.03,Kazoobob
105,2016-05-02,115.83,Thingamajig
106,2011-07-21,231.97,Thingamajig
107,2001-04-29,122.36,Thingamajig
108,2010-11-27,263.31,Gadget
109,2024-09-16,342.75,Doohickey
110,2000-03-26,221.03,Gadget
111,2022-01-22,237.51,Thingamajig
112,1996-12-08,125.09,Doohickey
113,2020-10-11,124.93,Gadget
114,2005-09-03,302.38,Gadget
115,2024-09-21,158.12,Kazoobob
116,2006-02-06,200.26,Gadget
117,2014-11-04,134.19,Gadget
118,2006-01-21,124.35,Thingamajig
119,2016-11-05,63.13,Thingamajig
120,2012-04-17,109.90,Widget
121,2024-08-26,186.87,Gadget
122,2010-08-23,315.78,Widget
123,2009-02-06,275.72,Widget
124,2016-02-24,148.66,Kazoobob
125,2020-10-16,138.17,Gadget
126,2008-08-31,146.11,Doohickey
127,2010-12-05,193.98,Doohickey
128,2001-10-13,264.30,Thingamajig
129,2009-10-09,290.90,Gadget
130,2007-06-24,153.09,Doohickey
131,2007-11-24,264.55,Thingamajig
132,2018-11-13,325.38,Kazoobob
133,2005-08-31,315.04,Widget
134,2009-09-24,266.33,Gadget
135,1998-09-12,214.63,Doohickey
136,2015-03-01,262.70,Doohickey
137,2017-03-30,132.53,Widget
138,2008-03-12,121.90,Gadget
139,1998-08-10,262.19,Gadget
140,2015-11-28,247.37,Doohickey
141,2004-11-18,230.80,Gadget
142,2023-07-19,57.44,Widget
143,2022-10-29,170.09,Kazoobob
144,2021-07-20,101.48,Widget
145,2003-05-06,209.12,Widget
146,2004-08-27,107.82,Kazoobob
147,2006-03-22,172.16,Widget
148,2009-01-04,347.74,Thingamajig
149,1998-02-16,314.39,Kazoobob
150,2016-08-23,193.52,Kazoobob
151,2018-09-30,316.58,Kazoobob
152,2021-10-11,340.39,Thingamajig
153,2004-07-18,106.20,Doohickey
154,2015-07-15,142.58,Gadget
155,2011-08-21,112.46,Doohickey
156,2002-05-24,174.22,Doohickey
157,1998-09-29,102.50,Widget
158,2024-12-05,185.26,Gadget
159,2007-07-14,269.39,Thingamajig
160,2005-03-12,64.64,Thingamajig
161,2009-05-10,313.06,Doohickey
162,2008-06-19,61.93,Thingamajig
163,2016-12-28,320.71,Kazoobob
164,2008-09-10,98.75,Gadget
165,2006-02-09,312.52,Kazoobob
166,2010-03-25,166.88,Doohickey
167,2011-09-01,123.66,Gadget
168,2021-02-23,79.98,Widget
169,2021-12-01,117.79,Gadget
170,2003-06-20,227.19,Doohickey
171,2010-02-01,61.12,Gadget
172,2012-01-22,296.84,Doohickey
173,2008-07-02,228.66,Doohickey
174,2008-06-17,270.02,Widget
175,1998-04-26,115.38,Thingamajig
176,2003-02-05,202.87,Doohickey
177,1999-12-12,157.95,Thingamajig
178,2023-08-22,333.37,Widget
179,2013-11-08,219.68,Kazoobob
180,2019-01-09,122.93,Thingamajig
181,2013-09-24,144.79,Doohickey
182,2015-04-09,219.99,Widget
183,1997-12-13,88.25,Widget
184,2004-08-31,336.34,Thingamajig
185,2001-12-04,267.87,Doohickey
186,2014-03-29,102.29,Widget
187,1997-02-09,57.21,Doohickey
188,2015-12-15,67.78,Gadget
189,2024-12-25,196.31,Thingamajig
190,2014-11-10,107.63,Widget
191,2019-05-05,324.05,Gadget
192,2015-07-23,149.13,Doohickey
193,2007-10-15,249.54,Widget
194,2015-05-06,115.20,Widget
195,2021-05-19,262.62,Thingamajig
196,2010-02-01,213.27,Thingamajig
197,2007-06-24,114.11,Thingamajig
198,2013-08-12,289.53,Doohickey
199,2003-12-19,261.05,Widget
200,2005-02-16,198.60,Doohickey
201,2007-01-24,303.59,Thingamajig
202,2006-06-16,90.20,Widget
203,1996-05-05,90.05,Kazoobob
204,1998-08-04,132.47,Gadget
205,2024-04-27,150.52,Widget
206,2017-07-19,157.47,Gadget
207,2006-02-15,237.78,Widget
208,2000-03-24,198.69,Doohickey
209,2019-09-12,244.29,Thingamajig
210,2008-01-31,255.37,Thingamajig
211,2013-06-26,68.22,Doohickey
212,2021-05-01,100.06,Widget
213,2022-05-09,245.75,Kazoobob
214,2009-10-31,297.72,Gadget
215,2008-08-11,152.80,Doohickey
216,2019-10-05,282.28,Widget
217,2015-02-18,201.59,Doohickey
218,2007-02-18,95.61,Thingamajig
219,2008-11-06,151.50,Gadget
220,2021-06-02,160.38,Doohickey
221,2017-03-18,192.21,Doohickey
222,2004-03-09,127.61,Widget
223,2016-06-04,170.13,Thingamajig
224,2022-12-23,271.91,Thingamajig
225,2009-02-24,96.46,Doohickey
226,2001-08-21,135.05,Kazoobob
227,1998-11-26,201.70,Doohickey
228,2014-03-12,308.93,Kazoobob
229,2023-10-10,134.05,Kazoobob
230,2019-02-12,52.10,Doohickey
231,2015-06-11,148.55,Kazoobob
232,2023-07-13,316.56,Gadget
233,2006-10-18,159.01,Thingamajig
234,2021-02-17,261.17,Gadget
235,2017-07-07,189.70,Kazoobob
236,2023-08-05,266.53,Widget
237,2013-05-14,89.50,Thingamajig
238,2003-01-01,235.15,Doohickey
239,2024-06-09,164.98,Thingamajig
240,2004-06-05,222.85,Kazoobob
241,2004-12-21,262.94,Gadget
242,2012-01-29,168.84,Doohickey
243,1999-04-25,300.01,Gadget
244,2018-09-02,320.58,Gadget
245,2014-04-18,129.36,Doohickey
246,2023-10-15,158.76,Gadget
247,2006-07-14,164.69,Widget
248,2007-07-04,195.43,Doohickey
249,2000-06-09,242.48,Thingamajig
250,2021-04-16,192.93,Kazoobob
251,2022-10-19,119.46,Doohickey
252,2019-12-03,102.48,Thingamajig
253,2006-01-14,340.64,Doohickey
254,2002-08-25,113.48,Doohickey
255,2011-06-30,78.61,Widget
256,2019-02-14,125.91,Doohickey
257,2012-02-03,84.18,Kazoobob
258,2009-06-14,84.81,Kazoobob
259,2018-08-10,151.43,Widget
260,2001-07-05,161.47,Thingamajig
261,2018-11-15,289.73,Widget
262,2003-04-22,336.30,Kazoobob
263,2000-07-15,66.57,Gadget
264,2014-06-01,66.93,Thingamajig
265,1996-12-17,175.32,Kazoobob
266,1999-01-14,151.70,Doohickey
267,2010-08-11,202.48,Thingamajig
268,2016-03-09,121.32,Thingamajig
269,2002-04-30,193.27,Doohickey
270,2011-11-10,151.18,Widget
271,2018-02-16,148.18,Doohickey
272,2022-02-01,113.04,Thingamajig
273,2025-02-07,116.13,Widget
274,2017-01-06,250.74,Thingamajig
275,2015-03-14,249.81,Kazoobob
276,2007-06-09,144.35,Widget
277,2004-07-10,267.95,Thingamajig
278,1998-02-09,251.33,Gadget
279,1999-01-20,256.87,Doohickey
280,2023-02-13,205.52,Doohickey
281,2025-01-19,158.34,Kazoobob
282,2016-11-25,104.12,Doohickey
283,2021-01-09,193.12,Doohickey
