sale_id,sale_date,amount,product
0,2005-04-01,251.03,Widget
1,2001-01-02,203.31,Gadget
2,2004-06-15,331.94,Thingamajig
3,2001-09-10,153.60,Widget
4,2019-09-13,310.93,Gadget
5,2022-04-29,82.43,Widget
6,2001-08-15,124.64,Thingamajig
7,2011-05-22,269.29,Widget
8,2019-04-20,112.88,Kazoobob
9,2022-01-24,108.29,Doohickey
10,2002-10-27,202.43,Gadget
11,2003-03-03,138.78,Kazoobob
12,2005-02-10,59.27,Thingamajig
13,2011-01-24,175.05,Gadget
14,2006-10-02,169.14,Thingamajig
15,2000-05-04,97.75,Kazoobob
16,2013-10-25,95.89,Doohickey
17,2007-12-07,347.90,Thingamajig
18,2020-07-09,287.09,Kazoobob
19,2011-12-07,111.26,Kazoobob
20,2012-12-21,314.79,Thingamajig
21,2020-07-19,109.95,Doohickey
22,2004-10-17,339.28,Doohickey
23,2020-10-02,125.92,Doohickey
24,2010-10-26,313.13,Thingamajig
25,2024-03-07,60.27,Doohickey
26,2010-08-11,316.61,Widget
27,2008-05-22,90.47,Thingamajig
28,2009-06-24,81.76,Doohickey
29,2011-11-30,64.05,Gadget
30,2019-03-14,280.07,Widget
31,2023-12-16,255.01,Thingamajig
32,2023-12-26,238.96,Thingamajig
33,2018-01-15,112.33,Widget
34,2005-04-10,208.49,Doohickey
35,2007-11-07,342.76,Kazoobob
36,2005-05-24,111.16,Gadget
37,2013-01-28,173.86,Kazoobob
38,2014-08-01,313.13,Widget
39,2021-10-21,349.62,Widget
40,2025-02-13,205.34,Gadget
41,2003-07-13,170.67,Widget
42,2015-04-10,224.78,Doohickey
43,2008-06-26,71.57,Gadget
44,2002-04-09,266.79,Gadget
45,2019-05-26,204.99,Doohickey
46,2000-01-02,309.57,Kazoobob
47,2013-06-16,69.42,Widget
48,2009-08-16,139.76,Thingamajig
49,1999-04-21,330.67,Kazoobob
50,2005-12-11,246.01,Gadget
51,2010-02-20,133.48,Doohickey
52,2007-07-26,131.25,Thingamajig
53,2012-03-08,255.78,Gadget
54,2017-10-16,269.67,Widget
55,2019-10-07,66.17,Thingamajig
56,2012-11-14,128.01,Kazoobob
57,2000-11-19,263.97,Widget
58,2009-04-18,299.11,Gadget
59,2018-01-17,178.98,Doohickey
60,2018-09-07,109.02,Thingamajig
61,2018-06-25,195.44,Widget
62,2002-12-31,292.35,Widget
63,2012-12-02,200.83,Widget
64,2001-06-25,176.57,Gadget
65,2014-06-06,152.71,Kazoobob
66,2004-11-29,260.20,Doohickey
67,2011-07-27,50.08,Doohickey
68,2003-08-04,98.48,Gadget
69,2004-01-12,151.43,Kazoobob
70,2006-08-11,295.95,Doohickey
71,2001-08-04,196.84,Gadget
72,2000-08-22,249.61,Doohickey
73,2024-09-14,69.04,Doohickey
74,2013-01-05,101.71,Thingamajig
75,2017-08-23,61.21,Kazoobob
76,2004-11-11,198.69,Kazoobob
77,1998-07-04,319.84,Doohickey
78,2018-10-31,335.71,Doohickey
79,2001-01-19,298.46,Thingamajig
80,2021-05-17,281.05,Gadget
81,2023-12-14,334.56,Doohickey
82,1996-08-24,244.56,Widget
83,2018-03-02,310.39,Widget
84,2015-07-29,92.02,Gadget
85,2002-02-25,289.58,Doohickey
86,2013-07-01,198.34,Thingamajig
87,2019-01-07,348.54,Gadget
88,2005-09-01,205.35,Gadget
89,2009-01-30,53.94,Doohickey
90,2013-04-06,294.46,Doohickey
91,2017-04-23,176.09,Kazoobob
92,2002-12-29,203.83,Gadget
93,1999-10-24,203.14,Kazoobob
94,2011-02-14,129.21,Gadget
95,2017-06-12,251.09,Thingamajig
96,1998-04-24,306.37,Doohickey
97,2003-09-13,151.53,Thingamajig
98,2021-01-20,208.18,Widget
99,2019-05-05,316.41,Widget
