sale_id,sale_date,amount,product
0,2023-02-01,328.58,Widget
1,2011-03-12,245.20,Kazoobob
2,2015-10-27,211.21,Doohickey
3,2000-05-17,174.22,Doohickey
4,2022-09-15,238.33,Widget
5,2019-11-27,176.45,Widget
6,2002-03-12,184.77,Kazoobob
7,2006-06-30,195.74,Widget
8,2020-01-27,176.33,Gadget
9,2013-05-11,280.86,Gadget
10,2019-03-24,153.16,Gadget
11,2023-06-06,256.21,Gadget
12,2010-08-24,171.18,Thingamajig
13,2000-05-09,294.27,Thingamajig
14,2025-02-16,58.16,Thingamajig
15,2006-06-27,261.24,Thingamajig
16,1996-12-26,254.55,Doohickey
17,2017-09-06,220.27,Widget
18,2024-03-16,101.10,Doohickey
19,2022-08-12,100.14,Thingamajig
20,2017-10-14,197.66,Gadget
21,2018-03-19,57.09,Doohickey
22,2024-10-24,84.99,Widget
23,2008-10-10,192.14,Gadget
24,2018-11-15,253.57,Gadget
25,2011-05-28,237.01,Widget
26,2007-07-13,174.13,Kazoobob
27,2011-12-15,302.76,Widget
28,1999-12-19,101.67,Thingamajig
29,2024-07-27,238.63,Thingamajig
30,2000-10-28,110.88,Thingamajig
31,2015-11-21,173.62,Thingamajig
32,2013-02-08,258.74,Gadget
33,2012-05-06,171.20,Widget
34,1997-07-08,174.21,Thingamajig
35,2011-07-12,313.70,Gadget
36,2002-05-06,161.39,Doohickey
37,2012-12-22,208.71,Gadget
38,2011-12-24,245.89,Doohickey
39,2000-08-02,282.15,Doohickey
40,1996-11-10,243.78,Kazoobob
41,2016-11-12,170.84,Widget
42,2015-12-31,60.52,Doohickey
43,2005-11-27,284.79,Widget
44,2001-05-05,249.60,Doohickey
45,2010-07-31,115.22,Widget
46,2005-11-18,180.34,Doohickey
47,2008-07-18,301.46,Widget
48,2000-04-08,132.90,Thingamajig
49,2003-10-12,212.68,Gadget
50,2016-09-06,244.57,Doohickey
51,2022-10-30,315.11,Widget
52,2002-11-28,221.57,Kazoobob
53,1998-02-18,309.91,Gadget
54,1997-05-18,55.73,Thingamajig
55,2007-08-31,245.60,Doohickey
56,2004-02-27,191.48,Kazoobob
57,2003-08-27,216.72,Widget
58,1998-04-17,196.08,Thingamajig
59,2019-06-17,132.32,Doohickey
60,1999-05-15,317.62,Gadget
61,2004-09-23,291.98,Doohickey
62,2006-04-24,54.95,Thingamajig
63,1996-07-10,260.64,Doohickey
64,2000-04-13,203.93,Thingamajig
65,2020-04-02,225.73,Thingamajig
66,1998-01-16,98.91,Thingamajig
67,2000-09-05,181.84,Kazoobob
68,2016-03-12,172.89,Thingamajig
69,2002-11-26,180.98,Widget
70,2004-12-22,338.52,Thingamajig
71,2018-11-13,312.32,Doohickey
72,2004-12-16,204.01,Gadget
73,2001-05-06,179.78,Widget
74,2000-06-09,319.13,Doohickey
75,2020-10-28,57.77,Thingamajig
76,1996-08-17,276.63,Widget
77,2015-02-22,308.33,Gadget
78,2000-05-10,140.50,Widget
79,1996-08-29,278.52,Kazoobob
80,2015-08-22,327.35,Kazoobob
81,2010-09-09,120.13,Doohickey
82,2025-01-23,139.66,Widget
83,2011-10-30,239.14,Kazoobob
84,2015-03-21,252.69,Widget
85,1999-08-17,153.52,Widget
86,2023-09-21,339.50,Kazoobob
87,2002-01-04,52.61,Gadget
88,2006-01-01,117.22,Widget
89,1996-10-29,119.41,Widget
90,2019-06-06,117.64,Gadget
91,2018-11-24,155.39,Widget
92,2011-01-30,137.46,Widget
93,2018-12-15,201.48,Thingamajig
94,1999-03-16,58.00,Thingamajig
95,1998-02-15,242.11,Gadget
96,2012-07-08,311.35,Doohickey
97,2002-10-19,305.01,Doohickey
98,2014-01-08,265.44,Doohickey
99,2000-04-21,115.70,Gadget
100,2018-11-24,246.00,Gadget
101,2020-02-20,240.59,Doohickey
102,2019-04-04,173.83,Doohickey
103,2012-06-05,63.12,Doohickey
104,2022-01-04,166.79,Kazoobob
105,2011-10-18,314.92,Widget
106,1997-05-13,262.59,Thingamajig
107,2019-02-01,254.99,Thingamajig
108,2003-02-09,65.59,Gadget
109,2012-06-28,245.67,Doohickey
110,2009-02-16,204.06,Gadget
111,2008-04-08,113.24,Kazoobob
112,1996-08-05,327.26,Thingamajig
113,2013-11-17,290.68,Doohickey
114,2005-01-09,108.95,Doohickey
115,2024-08-25,197.85,Doohickey
116,2022-07-09,90.14,Widget
117,2016-12-06,195.57,Doohickey
118,2021-05-06,91.62,Doohickey
119,2015-02-05,51.40,Doohickey
120,2003-12-04,169.83,Gadget
121,2009-01-20,84.09,Kazoobob
122,1999-08-28,241.99,Doohickey
123,2013-05-15,61.03,Doohickey
124,2022-01-31,111.91,Gadget
125,2009-07-01,83.87,Widget
126,2017-11-28,103.85,Thingamajig
127,2024-12-02,254.53,Gadget
128,2011-06-25,75.00,Gadget
129,1996-07-20,157.11,Gadget
130,2017-10-22,318.04,Doohickey
131,2013-11-06,347.51,Thingamajig
132,1998-06-21,187.64,Kazoobob
133,2012-02-05,293.41,Kazoobob
134,2010-10-07,153.88,Doohickey
135,2009-09-05,227.65,Doohickey
136,2013-09-15,106.07,Doohickey
137,2019-04-18,241.72,Doohickey
138,2000-11-26,81.37,Thingamajig
139,1997-10-09,207.21,Kazoobob
140,2001-05-16,139.96,Kazoobob
141,2011-01-04,311.46,Thingamajig
142,2002-11-14,334.42,Gadget
143,2018-01-10,162.61,Thingamajig
144,1997-08-16,93.27,Doohickey
145,2024-12-30,60.62,Kazoobob
146,2009-03-11,283.71,Thingamajig
147,2017-08-16,88.70,Gadget
148,2008-04-08,311.30,Gadget
149,2023-05-29,193.26,Doohickey
150,2023-03-12,106.11,Kazoobob
151,2009-10-06,113.14,Widget
152,2011-08-06,93.24,Kazoobob
153,1998-02-02,282.72,Widget
154,2005-01-08,216.76,Widget
155,2017-10-17,220.40,Widget
156,2000-12-09,274.64,Kazoobob
157,2000-05-25,260.09,Kazoobob
